PRIMARY_STREET,CROSS_STREET,CITY_COUNTY,STATIONID,AGENCY,LOCATION_SOURCE,NOTES,TDOT_ID,STATUS,PREVIOUS_STATION,PRIMARY_ST_ALPHABETICAL,Longitude,Latitude,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
0B037,E. ELLIS ST. - JEFFERSON CITY,Jefferson,45000145,TDOT,TDOT,,89000145,ACTIVE,,,-83.49114576,36.11784291,1912,1883,1884,1899,1777,1830,1504,1514,1526,1705,1753,1525,1451,1444,1271,1220,1232,1191,1476,1116,1483,987,1154,1147
3828,JEFFERSON CITY,Jefferson,45000146,TDOT,TDOT,,89000146,ACTIVE,,,-83.50012876,36.11408091,1336,1477,1516,1454,1659,1740,1417,1431,1474,1527,763,689,1075,1005,792,1013,955,836,918,855,935,805,798,831
3829,JEFFERSON CITY,Jefferson,45000147,TDOT,TDOT,,89000147,ACTIVE,,,-83.50346976,36.11939791,4507,5379,4534,4830,4399,4050,4452,4375,4553,4232,3910,3711,4231,4335,3804,4366,4493,4357,5397,4533,4505,3879,4096,4315
0A292,SHORT AVE. - JEFFERSON CITY,Jefferson,45000148,TDOT,TDOT,,89000148,ACTIVE,,,-83.49628076,36.12556091,246,207,357,325,374,323,145,146,151,156,115,98,125,136,112,144,139,166,180,174,151,130,141,129
3831,JEFFERSON CITY,Jefferson,45000149,TDOT,TDOT,,89000149,ACTIVE,,,-83.49583076,36.13053791,2064,2163,2204,1844,2341,2093,2058,2100,2260,1937,2057,2119,1794,1816,1864,1830,1848,1855,1544,2189,1850,1705,1664,1685
0A039,E. MAIN ST. - JEFFERSON CITY,Jefferson,45000150,TDOT,TDOT,,89000150,ACTIVE,,,-83.49127076,36.12690791,936,989,992,605,840,865,715,627,711,602,576,555,534,599,587,569,444,553,539,629,625,540,537,568
0A039,E. MAIN ST. - JEFFERSON CITY,Jefferson,45000151,TDOT,TDOT,,89000151,ACTIVE,,,-83.48745876,36.12831591,725,1033,687,668,831,856,680,703,715,640,593,575,541,612,637,663,566,624,696,774,782,698,684,680
SR092,JEFFERSON CITY,Jefferson,45000152,TDOT,TDOT,,89000152,ACTIVE,,,-83.49091976,36.11201291,8659,6720,7862,8194,8195,8575,9208,8821,9172,8587,8845,8261,8400,7914,7481,8916,9021,8560,9317,7703,8613,7609,8208,9666
4479,JEFFERSON CITY,Jefferson,45000154,TDOT,TDOT,,89000154,ACTIVE,,,-83.48927676,36.11400491,8911,8081,7792,7575,8291,8680,8299,8337,8781,8320,8767,8233,8635,8575,7798,8626,9173,7904,8592,8015,8616,7714,7492,8816
E. MORRISTOWN,,Hamblen,32000076,TDOT,TDOT,,63000076,ACTIVE,,,-83.28134905,36.25635493,14376,15867,14196,15492,15905,17048,15491,15444,15649,14701,14680,13750,13776,14189,14087,13981,15137,14737,15262,15413,16469,25595,14749,17615
E. MORRISTOWN,,Hamblen,32000114,TDOT,TDOT,,63000114,ACTIVE,,,-83.2868477,36.20885494,670,660,997,740,626,707,775,661,781,737,777,745,822,700,752,653,717,665,728,706,594,640,701,664
LINCOLN - E. MORRISTOWN,,Hamblen,32000096,TDOT,TDOT,,63000096,ACTIVE,,,-83.28953471,36.20135594,7329,7925,7837,7232,6272,7494,6259,6164,6200,6331,6116,5450,5573,5275,5366,5072,5466,5396,5446,5297,5253,4693,4915,4862
SR058,SOUTH OF KINGSTON,Roane,73000032,TDOT,TDOT,,145000032,ACTIVE,,,-84.56902206,35.79684981,2541,2461,2495,2655,2655,2740,2463,2693,2716,2690,2897,2697,2634,2489,2667,2586,2567,2595,2621,2976,3078,3031,2844,3005
SR304,SOUTH OF KINGSTON,Roane,73000034,TDOT,TDOT,,145000034,ACTIVE,,,-84.54788806,35.82866681,2175,2077,2374,2518,2365,2469,2464,2507,2227,2575,2555,2297,2148,2081,2061,2167,2044,2097,2088,2195,2385,2091,2030,2112
1425,EAST OF ROCKWOOD,Roane,73000036,TDOT,TDOT,,145000036,ACTIVE,,,-84.59701907,35.85640982,1290,1303,1358,1347,1102,1225,1406,1398,1458,1559,1753,1843,1758,1613,1693,1608,1894,1851,1890,1965,2025,1858,1958,1773
SR001,WEST OF KINGSTON,Roane,73000037,TDOT,TDOT,,145000037,ACTIVE,,,-84.57456807,35.87199682,9958,8498,8140,7647,7993,8005,8674,8985,8366,8873,9100,9108,8394,8247,8553,8608,8609,8695,9627,9799,10706,11907,11443,10994
SR001,WEST OF KINGSTON,Roane,73000038,TDOT,TPO,,145000038,ACTIVE,,,-84.56301159,35.88030932,11439,10235,9020,8652,9012,9706,9015,10116,9483,10194,9460,10456,9644,8680,9970,9945,9940,11019,10150,13261,11508,10024,11173,11994
SR029,SOUTH OF HARRIAMN,Roane,73000039,TDOT,TDOT,,145000039,ACTIVE,,,-84.56970907,35.88823582,3854,3336,3456,3465,2475,3350,2339,2304,2193,2294,2216,2283,1973,1783,1780,1752,1640,1656,2028,2001,2174,2875,2501,1929
SR061,NEAR SOUTHWEST HARRIMAN,Roane,73000040,TDOT,TPO,,145000040,ACTIVE,,,-84.6057914,35.89816403,17102,18739,17416,17720,18727,17513,17609,16508,16508,15619,16088,16565,16947,17872,13105,12862,12844,14250,14120,16674,15892,12815,14032,14236
3701,NORTHEAST ROCKWOOD,Roane,73000041,TDOT,TDOT,,145000041,ACTIVE,,,-84.6734741,35.88765482,227,233,224,230,222,228,192,197,215,187,166,155,180,161,158,147,138,139,163,160,257,203,313,308
2417,NEAR KNOX CO LINE,Union,87000046,TDOT,TDOT,,173000046,ACTIVE,,,-83.78779285,36.19374792,457,483,476,501,523,547,502,508,534,560,570,634,593,636,549,471,414,524,635,527,479,725,573,565
1090,NEAR SHARPES CHAPEL,Union,87000047,TDOT,TDOT,,173000047,ACTIVE,,,-83.81492587,36.33809294,1001,1052,931,1086,1221,1174,1307,1512,1241,1180,1167,1098,996,1193,1227,1135,1284,1343,1420,1213,1473,1913,1746,2127
1299,CORRYTON RD-NEAR KNOX CO LINE,Union,87000048,TDOT,TDOT,,173000048,ACTIVE,,,-83.77057485,36.17251891,,535,521,507,493,479,506,598,579,624,598,610,550,558,534,518,460,466,466,452,417,410,518,452
I-75 Ramp,,Anderson,01000012R,TDOT,TDOT,,01000012R,ACTIVE,,I-75 Ramp,-84.15822696,36.23237891,,,,,,,,,,,,,,,,,,,,1794,1905,1344,1890,1859
I-75 Ramp,,Anderson,01000010R,TDOT,TDOT,,01000010R,ACTIVE,,I-75 Ramp,-84.16254796,36.23488991,,,,,,,,,,,,,,,,,,,,1976,2546,411,2158,2205
I-75 Ramp,,Anderson,01000011R,TDOT,TDOT,,01000011R,ACTIVE,,I-75 Ramp,-84.16138596,36.23344191,,,,,,,,,,,,,,,,,,,,2178,2695,600,2664,2323
I-75 Ramp,,Anderson,01000009R,TDOT,TDOT,,01000009R,ACTIVE,,I-75 Ramp,-84.15915996,36.23370591,,,,,,,,,,,,,,,,,,,,1394,2045,1426,1529,1437
I-75 Ramp,,Anderson,01000007R,TDOT,TDOT,,01000007R,ACTIVE,,I-75 Ramp,-84.15309096,36.22873691,,,,,,,,,,,,,,,,,,,,389,355,126,400,303
I-75 Ramp,,Anderson,01000008R,TDOT,TDOT,,01000008R,ACTIVE,,I-75 Ramp,-84.15129896,36.22636091,,,,,,,,,,,,,,,,,,,,2272,2790,1950,2181,2018
I-75 Ramp,,Anderson,01000005R,TDOT,TDOT,,01000005R,ACTIVE,,I-75 Ramp,-84.15144596,36.22825491,,,,,,,,,,,,,,,,,,,,2385,2976,2232,2207,2290
I-75 Ramp,,Anderson,01000006R,TDOT,TDOT,,01000006R,ACTIVE,,I-75 Ramp,-84.15176496,36.22878791,,,,,,,,,,,,,,,,,,,,620,724,145,644,659
I-40 Ramp,,Knox,47000077R,TDOT,TDOT,,47000077R,ACTIVE,,I-40 Ramp,-83.87561886,36.00723288,,,,,,,,,,,,,,,,,,,,9869,8862,7559,11980,10904
I-40 Ramp,,Knox,47000076R,TDOT,TDOT,,47000076R,ACTIVE,,I-40 Ramp,-83.87503186,36.00740188,,,,,,,,,,,,,,,,,,,,1278,1281,1182,1778,1632
I-40 Ramp,,Knox,47000073R,TDOT,TDOT,,47000073R,ACTIVE,,I-40 Ramp,-83.87255186,36.00748588,,,,,,,,,,,,,,,,,,,,8386,9678,7029,10718,9678
I-40 Ramp,,Knox,47000074R,TDOT,TDOT,,47000074R,ACTIVE,,I-40 Ramp,-83.87190886,36.00763188,,,,,,,,,,,,,,,,,,,,3146,3310,2991,3926,3783
I-40 Ramp,,Knox,47000075R,TDOT,TDOT,,47000075R,ACTIVE,,I-40 Ramp,-83.87054986,36.00925588,,,,,,,,,,,,,,,,,,,,2203,751,2105,3075,2691
I-640 Ramp,,Knox,47000138R,TDOT,TDOT,,47000138R,ACTIVE,,I-640 Ramp,-83.87064686,36.02933188,,,,,,,,,,,,,,,,,,,,9163,9045,5799,8558,8355
I-40 Ramp,,Knox,47000078R,TDOT,TDOT,,47000078R,ACTIVE,,I-40 Ramp,-83.86197686,36.01212588,,,,,,,,,,,,,,,,,,,,6136,6392,5226,6213,6814
I-40 Ramp,,Knox,47000081R,TDOT,TDOT,,47000081R,ACTIVE,,I-40 Ramp,-83.86188486,36.01356388,,,,,,,,,,,,,,,,,,,,5331,5535,4843,6051,6176
I-40 Ramp,,Knox,47000079R,TDOT,TDOT,,47000079R,ACTIVE,,I-40 Ramp,-83.86094886,36.01475588,,,,,,,,,,,,,,,,,,,,19013,18702,18173,21746,21507
I-40 Ramp,,Knox,47000080R,TDOT,TDOT,,47000080R,ACTIVE,,I-40 Ramp,-83.85953386,36.01423588,,,,,,,,,,,,,,,,,,,,19698,19707,19503,24570,24983
I-640 Ramp,,Knox,47000137R,TDOT,TDOT,,47000137R,ACTIVE,,I-640 Ramp,-83.86875486,36.03027788,,,,,,,,,,,,,,,,,,,,9605,9436,6530,9100,9000
I-40 Ramp,,Knox,47000082R,TDOT,TDOT,,47000082R,ACTIVE,,I-40 Ramp,-83.84376786,36.01115388,,,,,,,,,,,,,,,,,,,,16153,16364,11903,15903,15221
I-40 Ramp,,Knox,47000083R,TDOT,TDOT,,47000083R,ACTIVE,,I-40 Ramp,-83.84120485,36.00972088,,,,,,,,,,,,,,,,,,,,1391,1388,1307,1474,1321
I-40 Ramp,,Knox,47000085R,TDOT,TDOT,,47000085R,ACTIVE,,I-40 Ramp,-83.84185585,36.01125288,,,,,,,,,,,,,,,,,,,,16869,17054,12209,16811,15273
I-40 Ramp,,Knox,47000084R,TDOT,TDOT,,47000084R,ACTIVE,,I-40 Ramp,-83.83994285,36.01012888,,,,,,,,,,,,,,,,,,,,1086,1077,905,950,1028
I-40 Ramp,,Knox,47000086R,TDOT,TDOT,,47000086R,ACTIVE,,I-40 Ramp,-83.77788484,36.00231188,,,,,,,,,,,,,,,,,,,,7810,7849,5250,7010,7250
I-40 Ramp,,Knox,47000089R,TDOT,TDOT,,47000089R,ACTIVE,,I-40 Ramp,-83.77674183,36.00377188,,,,,,,,,,,,,,,,,,,,6674,7267,4837,6291,6961
I-40 Ramp,,Knox,47000087R,TDOT,TDOT,,47000087R,ACTIVE,,I-40 Ramp,-83.77340383,36.00193788,,,,,,,,,,,,,,,,,,,,5614,5375,4513,5522,5721
I-40 Ramp,,Knox,47000088R,TDOT,TDOT,,47000088R,ACTIVE,,I-40 Ramp,-83.77248283,36.00376288,,,,,,,,,,,,,,,,,,,,4715,4807,3492,3667,4925
Unitia Rd,E of Loudon County Line,Blount,5000032,TDOT,TDOT,,9000032,ACTIVE,,Unitia Rd,-84.15632494,35.76082381,556,575,574,605,623,636,553,625,607,596,618,605,539,629,658,589,544,519,524,583,534,578,701,591
Bradshaw Garden Dr,N of Pleasant Ridge Rd,Knox,093C478,Knoxville,TPO,,,INACTIVE,,Bradshaw Garden Dr,-83.97861546,35.98554352,,2764,,2391,,2521,,,2204,,,,,,,,,,,,,,,
Wilson Ave,W of Ambling ln,Knox,093C443,Knoxville,TPO,,,INACTIVE,,Wilson Ave,-83.97294088,35.99062136,,3769,,3837,,3810,,,3116,3983,,,,,,,,,,,,,,
Tillery Rd,N of Bradshaw Garden Dr,Knox,093C438,Knoxville,TPO,,,INACTIVE,,Tillery Rd,-83.98036647,35.99655411,,2435,,2222,,2512,,,2317,3027,,,,,,,,,,,,,,
Cheshire Dr,S of Kingston Pk,Knox,093C058,Knoxville,TPO,,,INACTIVE,,Cheshire Dr,-84.02791632,35.92955185,2179,,2070,,1948,,2113,,1975,,1821,,,,,,,,,,,,,
Central St,S of Churchwell Ave,Knox,093C250,Knoxville,TPO,,,INACTIVE,,Central St,-83.93560416,35.98666082,9622,,8787,,9159,,9921,,,8959,,,,,,,,,,,,,,
Woodland Ave,E of Central,Knox,093C237,Knoxville,TPO,,,INACTIVE,,Woodland Ave,-83.93187081,35.98464091,11053,,11484,,12069,,12019,,,12636,,,,,,,,,,,,,,
Wray St,S of Baxter Ave,Knox,093C225,Knoxville,TPO,,,INACTIVE,,Wray St,-83.93015928,35.97936411,1772,,1923,,1912,,1721,,1562,,,,,,,,,,,,,,,
Piney Grove Church Rd,E of Hembolt Rd,Knox,093C521,Knoxville,TPO,,,INACTIVE,,Piney Grove Church Rd,-84.04200681,35.9620036,,5617,,6164,,5717,,,7233,5211,,,,,,,,,,,,,,
Hembolt Rd,S of Piney Grove Church R,Knox,093C520,Knoxville,TPO,,,INACTIVE,,Hembolt Rd,-84.04075901,35.96155997,,2523,,2415,,2416,,,2042,1987,,,,,,,,,,,,,,
McKamey Rd,W of Carbury Rd,Knox,093C507,Knoxville,TPO,,,INACTIVE,,McKamey Rd,-84.03377238,35.96918694,,3652,,4172,,4293,,,4216,,,,,,,,,,,,,,,
N Gallaher View Rd,N of Walker Springs. Rd N,Knox,093C533,TPO,TPO,,,ACTIVE,,Gallaher View Rd (N),-84.06153492,35.93521785,,,,16237,,21444,,,,27109,,,21020,,22560,,21820,,,,22540,,22750,
Western Av,E of Heins St,Knox,47000153,TDOT,TDOT,,93000153,ACTIVE,,Western Ave,-83.92970688,35.96437586,18662,23771,21757,18607,19531,20385,17874,20244,20934,20324,20563,18198,19273,19562,12788,14412,15053,15204,15276,16063,15505,13893,11735,15152
Henley St,N of Clinch Ave,Knox,47000154,TDOT,TDOT,,93000154,ACTIVE,,Henley St,-83.92203388,35.96270986,62900,41187,48438,47139,49070,51876,46962,44567,48286,45761,43220,38635,47351,42879,19880,29532,26520,26785,30105,36013,37899,32431,28673,28358
Cumberland Av,E of 13th St,Knox,47000155,TDOT,TDOT,,93000155,ACTIVE,,Cumberland Ave,-83.92596588,35.95881486,24196,27107,24061,23530,20428,20785,22285,19569,18482,17615,18453,16249,16073,13104,13651,13591,13999,14139,11772,13856,13368,10939,10879,8454
SR058,SOUTH KINGSTON,Roane,73000017,TDOT,TDOT,,145000017,ACTIVE,,,-84.52569605,35.86289482,8850,9005,9123,9459,9946,9681,9957,9521,9668,9842,10517,9362,9090,8786,9239,9242,9418,9512,9076,8860,10081,9402,10295,10970
SR001,SOUTHEAST KINGSTON,Roane,73000018,TDOT,TDOT,,145000018,ACTIVE,,,-84.51312605,35.86980582,12658,11850,12141,10668,11987,10614,9876,12801,10567,10383,10017,10755,9417,9789,10075,9436,9571,10583,10331,11181,15083,11488,12579,8817
0A402,NEAR SOUTHEAST KINGSTON,Roane,73000019,TDOT,TDOT,,145000019,ACTIVE,,,-84.49607204,35.85621282,2616,2502,2477,2561,2892,2978,3067,2434,2216,2329,2335,2768,2525,2099,2337,1998,2143,2164,2495,3284,4424,2744,3005,2441
1224,EAST OF KINGSTON,Roane,73000020,TDOT,TDOT,,145000020,ACTIVE,,,-84.47484104,35.86362382,1470,1503,1578,1635,1661,1716,1353,1360,1434,1477,1290,1440,1252,1237,1250,1295,1258,1466,1470,1510,2690,1633,1788,1374
Western Av,W of Piedmont St,Knox,47000147,TDOT,TDOT,,93000147,ACTIVE,,Western Ave,-83.97218289,35.97471286,23447,21042,22972,21938,21838,21825,20572,22971,22736,20554,20414,18817,18478,18420,17344,17694,18225,21810,21974,15968,18371,15638,23239,20448
E Magnolia Ave,NE of Olive St,Knox,47000148,TDOT,TDOT,,93000148,ACTIVE,,Magnolia Ave (E),-83.89984187,35.98204287,19233,17547,17903,16012,16574,17150,17840,15748,15576,14800,15336,15796,11278,11626,12072,10631,12008,11087,11198,12287,10935,8437,10860,11626
I-40,Cedar Bluff Rd & Pellissippi Pkwy,Knox,47000164,TDOT,TPO,,93000164,ACTIVE,,I-40,-84.10446716,35.9151374,129717,127724,139490,133308,134218,137188,141313,143881,142509,144092,157503,155619,157785,160704,166650,161240,172164,179906,181240,182291,195109,143994,154869,196701
I-40,Lovell Rd & Campbell Station Rd,Knox,47000165,TDOT,TPO,,93000165,ACTIVE,,I-40,-84.16455404,35.90133814,98245,99145,104942,97986,96827,98854,101759,101859,98419,98118,110917,107868,107609,111278,112256,106252,114207,119304,123981,122696,125373,87803,93462,148166
I-275,S of Heiskell Ave,Knox,47000166,TDOT,TPO,,93000166,ACTIVE,,I-275,-83.94995591,35.98791464,55820,54126,59446,60967,56674,59658,59574,55449,60470,57396,57605,58139,56864,57317,58571,57019,59148,59118,71227,74684,68660,60735,60703,55417
Oak St,S of I-40/I-75 Interchange,Knox,47000167,TDOT,TDOT,,93000167,ACTIVE,,Oak St,-83.92659888,35.96763286,558,801,796,529,461,489,495,415,549,565,652,504,377,420,425,429,442,573,582,605,856,1662,1548,1531
E Gov John Sevier Hwy,French Broad River Bridge,Knox,47000168,TDOT,TDOT,,93000168,ACTIVE,,Gov John Sevier Hwy (E),-83.80768284,35.95174787,11016,12412,12393,11478,11854,11379,12362,11356,10971,10544,11081,11887,11249,10429,10031,9975,10113,10934,10975,11736,12200,11549,12216,13411
I-40,E of Liberty St,Knox,47000169,TDOT,TPO,,93000169,ACTIVE,,I-40,-83.95863714,35.95970009,118229,94341,107413,107526,105247,107903,109453,112033,122592,122092,127582,129746,131600,128812,135382,130528,139843,135281,150957,149092,147418,121876,122506,133657
I-40,W of Hollywood Rd,Knox,47000170,TDOT,TPO,,93000170,ACTIVE,,I-40,-83.98415335,35.95046149,163223,140167,154162,150024,152129,154893,154662,155786,166206,168165,173581,178802,180435,178238,191467,182564,193911,196409,210406,212693,215216,170026,182502,211587
Alcoa Hwy,N of Kingston Pk Interchange,Knox,47000171,TDOT,TPO,,93000171,ACTIVE,,Alcoa Hwy,-83.94671559,35.9594782,53819,52979,52315,57288,50189,55509,60256,53899,55516,59692,51231,57914,62133,64035,66079,67442,77475,77420,83118,76644,73526,65291,68556,67802
Hinkle Rd,N of Nails Creek Rd,Blount,5000188,TDOT,TDOT,,9000188,ACTIVE,,Hinkle Rd,-83.79207284,35.85734885,,1011,931,851,771,1102,994,1099,1009,944,1156,1063,999,1054,1009,1072,1040,1076,1092,1102,1192,1213,1207,1306
I-40,W of Prosser Rd Overpass,Knox,47000173,TDOT,TPO,,93000173,ACTIVE,,I-40,-83.88611518,36.00187143,83654,80769,84995,84641,82688,76897,82901,75998,73863,67998,96312,89308,82176,84677,99957,77378,87151,78723,85343,89049,91541,76743,82386,95656
I-40,W of Boruff St Overpass,Knox,47000174,TDOT,TDOT,,93000174,ACTIVE,,I-40,-83.90865679,35.9864623,90785,87236,91830,93172,92209,84823,91471,84160,80507,72665,101290,95510,89993,92455,108331,85423,95719,86719,94012,98207,101357,84488,91591,96909
I-40,E of Spring Hill Rd Underpass,Knox,47000175,TDOT,TPO,,93000175,ACTIVE,,I-40,-83.86604726,36.01081699,74785,73476,74694,76889,75366,69814,75582,69170,69194,62161,87904,80679,72182,75176,90024,69289,76848,68874,74666,77421,79884,68433,68467,77407
I-640,E of Broadway,Knox,47000331,TDOT,TPO,,93000331,ACTIVE,,I-640,-83.90389267,36.02628224,54877,44349,47910,52104,56550,56851,56823,58977,62588,69273,52875,50802,52215,56859,54036,57050,55910,61247,60071,63776,79741,72948,71684,76691
I-640,S of Buffat Mill Rd Underpass,Knox,47000332,TDOT,TPO,,93000332,ACTIVE,,I-640,-83.86290492,36.02595382,48676,46249,52204,47824,53483,52788,53380,53985,56602,63332,47228,45279,47215,52337,48400,51906,52516,54790,54925,58495,74397,66065,69368,70244
W Brushy Valley Dr,W of Heiskell Rd,Knox,47000335,TDOT,TDOT,,93000335,ACTIVE,,Brushy Valley Dr (W),-84.05346792,36.05840988,474,904,613,673,615,667,658,622,563,584,589,627,571,588,580,616,651,589,682,702,807,818,845,831
Amherst Rd,W of Jackson Rd,Knox,47000434,TDOT,TDOT,,93000434,ACTIVE,,Amherst Rd,-84.02333491,35.95797586,,3207,5054,3727,3250,3510,3450,3383,3296,3047,2975,2969,2825,3350,3194,3275,3303,3817,3700,3362,3555,3460,3316,3280
Old Hwy 95,S of Adesa Blvd,Loudon,105M005,TPO,TPO,,,ACTIVE,,,-84.28858998,35.81915782,,,,,,,,,,,,,,,8730,8090,5590,5840,5820,,6570,5130,6060,
Northshore Dr,E of Beals Chapel Rd,Loudon,105M004,TPO,TPO,,,ACTIVE,,,-84.20479095,35.81328582,,,,,,,,,,,,,,,1190,,1170,,1280,,1630,,1820,
Everett Rd,S of Buttermilk Rd,Knox,093M352,TPO,TPO,,,ACTIVE,,Everett Rd,-84.24372397,35.88751684,,,,,2190,,2647,3350,,3240,,2450,,2600,,2510,,3350,,,3370,,,2870
Hardin Valley Rd,E of Marrietta Church Rd,Knox,093M353,TPO,TPO,,,ACTIVE,,Hardin Valley Rd,-84.19975096,35.92632985,,,,,3020,,4871,2990,,3410,,3400,,3810,,4380,,5340,,,6920,6110,6940,7690
Swafford Rd,N of Sam Lee Rd,Knox,093M355,TPO,TPO,,,ACTIVE,,Swafford Rd,-84.19319795,35.94347685,,,,,300,,333,290,,340,,350,,480,,420,,420,,,510,,,690
Sevier Ave,N of Sevierville Pk,Knox,093C537,Knoxville,TPO,,,INACTIVE,,Sevier Ave,-83.89065705,35.94575293,,,,2031,2028,,,,,3641,,,,,,,,,,,,,,
Andes Rd,S of Ball Camp Pk,Knox,093M363,TPO,TPO,,,REPLACED,,Andes Rd,-84.10205803,35.96009433,,,,,5160,,5665,5110,4950,,4640,,4360,,4180,,4230,,4470,,,,,
Jenkins Rd,W of Joe Hinton Rd,Knox,093M364,TPO,TPO,,,REPLACED,,Jenkins Rd,-84.07497616,35.95313812,,,,,1300,,1262,,1350,,1170,,1280,,1300,,1230,,,,,,,
Fox Lonas Rd,E of Plainfield Rd,Knox,093M365,TPO,TPO,,,REPLACED,,Fox Lonas Rd,-84.08167953,35.93158517,,,,,4990,,4314,,4710,,4030,,4220,,4250,,4580,,,,,,,
Prosser Rd,N of Magnolia Ave,Knox,093C302,Knoxville,TPO,,,INACTIVE,,Prosser Rd,-83.87773026,36.00009677,,2697,,2931,,2586,,2787,,2606,,,,,,,,,,,,,,
Martin Luther King Jr Ave,W of Fern St,Knox,093C303,Knoxville,TPO,,,REPLACED,,Martin Luther King Jr Ave,-83.87706419,35.99793721,,8013,,7413,,6333,,6302,,6980,,,,,,,,,,,,,,
Fern St,S of Martin Luther King J,Knox,093C304,Knoxville,TPO,,,INACTIVE,,Fern St,-83.87599008,35.99809725,,3858,,3912,,3644,,3515,,2798,,,,,,,,,,,,,,
Lilac Ave,W of Fern St,Knox,093C307,Knoxville,TPO,,,INACTIVE,,Lilac Ave,-83.87378846,35.99452983,,1346,,1215,,1072,,1065,,857,,,,,,,,,,,,,,
Skyline Dr,W of Fern St,Knox,093C308,Knoxville,TPO,,,INACTIVE,,Skyline Dr,-83.87268377,35.99286778,,1390,,1414,,1297,,1271,,1224,,,,,,,,,,,,,,
Beaman Lake Rd,S of Skyline Dr,Knox,093C309,Knoxville,TPO,,,INACTIVE,,Beaman Lake Rd,-83.87064422,35.99327251,,1351,,1358,,1699,,1312,,1299,,,,,,,,,,,,,,
I 40E Exit,E of Rutledge Pk,Knox,093C333,Knoxville,TPO,,,INACTIVE,,I 40E Exit,-83.87327531,36.00630139,,7568,,8021,,7901,,7267,,7482,,,,,,,,,,,,,,
I-40W Exit,E of Rutledge Pk,Knox,093C334,Knoxville,TPO,,,INACTIVE,,I-40W Exit,-83.87219695,36.00896711,,3504,,2554,,2720,,3206,,3218,,,,,,,,,,,,,,
Shipe Rd,N of Millertown Pk,Knox,093M235,TPO,TPO,,,ACTIVE,,Shipe Rd,-83.79727085,36.07364989,,530,,400,,420,,480,,,,510,,500,,,,,510,,,350,450,
Walker Springs Rd,W of N. Gallaher View Rd,Knox,093C532,Knoxville,TPO,,,INACTIVE,,Walker Springs Rd,-84.06389984,35.93062967,,,,10718,,13618,,,,12740,,,,,,,,,,,,,,
Burnett Station Rd,N of Sevierville Rd,Blount,009M038,TPO,TPO,,,ACTIVE,,Burnett Station Rd,-83.80232383,35.83645684,,,,,,,,,,,,,,,2210,2320,,2400,,,2530,,,2520
SR002,NEAR KNOX CO LINE,Loudon,53000007,TDOT,TDOT,,105000007,ACTIVE,,,-84.22523796,35.85350483,9971,9272,9871,10342,10603,10864,11126,11387,11047,10431,11933,10092,,10041,10018,9538,9904,10003,11140,11026,10346,9456,10778,10530
0A077,NORTH OF LENOIR CITY,Loudon,53000008,TDOT,TDOT,,105000008,ACTIVE,,,-84.29186898,35.83488882,1773,1669,1681,1849,1720,1871,1896,2133,2361,2242,2000,2197,,2535,2704,1900,2289,2324,2099,2886,3240,2262,2434,2378
5928,NORTH OF LENOIR CITY,Loudon,53000009,TDOT,TDOT,,105000009,ACTIVE,,,-84.29442298,35.81393082,935,885,901,896,949,968,988,1007,1021,878,864,838,,934,968,858,921,988,1030,1153,1179,970,1172,1246
1247,N.W. LENOIR CITY,Loudon,53000010,TDOT,TDOT,,105000010,ACTIVE,,,-84.27483597,35.80447082,6377,6221,6773,6506,6709,6295,6801,6502,6086,5636,5618,5787,,5947,6487,5783,6440,6080,6213,7646,7570,6893,6244,7175
SR002,N.E. LENOIR CITY,Loudon,53000011,TDOT,TDOT,,105000011,ACTIVE,,,-84.25431197,35.80803582,8226,8370,7309,8786,8164,9010,8697,8386,8205,8052,8245,8521,,7650,7931,7402,7909,9220,9476,7894,7820,8781,8865,8661
2360,NEAR ROANE CO LINE,Loudon,53000130,TDOT,TDOT,,105000130,ACTIVE,,,-84.369179,35.81196082,,273,282,291,262,278,286,295,335,268,265,292,,275,277,274,283,270,275,302,346,263,283,357
2353,SW OF SR 72,Loudon,53000131,TDOT,TDOT,,105000131,ACTIVE,,,-84.384981,35.7185558,,345,559,773,576,536,552,446,459,217,205,211,,181,201,181,183,179,176,210,251,225,187,192
1258,NEAR MCMINN CO LINE-BLUE SPRINGS RD,Loudon,53000133,TDOT,TDOT,,105000133,ACTIVE,,,-84.55422905,35.63938377,,740,695,650,599,617,635,455,715,718,452,533,,787,846,741,834,842,676,408,506,419,663,465
2341,SOUTH OF PHILADELPHIA-ROUSIN RD,Loudon,53000134,TDOT,TDOT,,105000134,ACTIVE,,,-84.393556,35.67155379,,507,522,537,521,641,626,581,611,564,615,549,,630,668,547,619,531,525,682,574,514,596,547
3725,N OF SR-95 - OAK RIDGE,Anderson,1000144,TDOT,TDOT,,1000144,ACTIVE,,,-84.22580297,36.03815587,1328,1293,1255,1218,1358,1278,1136,1244,1281,1140,1207,1225,1262,1043,1059,1172,1080,1312,1322,1065,990,1252,1098,1155
0B189,OUTER DR. - OAK RIDGE,Anderson,1000145,TDOT,TDOT,,1000145,ACTIVE,,,-84.23623398,36.04124387,1481,1414,1463,1592,1486,1447,1314,1280,1311,1238,1285,1260,1142,1094,1079,1231,1202,1146,1666,1082,1133,1556,1025,1094
